מקור,שאלה,תשובה 1,תשובה 2,תשובה 3,תשובה 4,תשובה 5,תשובה 6,תשובות נכונות,נושא,חשיבות לסדר,קישור לתמונה,הערות
שחזורים 2018 - מועד א',"כאשר הפוטורצפטורים בעין קולטים אור, מתרחש תהליך שבסופו המידע מגיע לאיזור הוויזואלי בקורטקס. בחושך, לעומת זאת, אין קליטה של מידע. איזה מהמשפטים הבאים נכון לגבי המתרחש בחושך?",תעלות הנתרן שבפוטורצפטורים נסגרות,אין שחרור של גלוטמט אל המרווח הבין סינפטי של הפוטורצפטורים,הרטינל עובר ממצב ציס למצב טרנס,הרודופסין הופך פעיל,ישנה דה-פולריזציה בפוטורצפטורים הקולטים את האור,,5,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2018 - מועד א',"המוח מפענח את עוצמת הקול שנקלטת באוזן ע""י",עוצמת תנודת עור התוף,טווח התנודה של עצמיות השמע,הנוירונים הספציפיים במוח שמקבלים את הסיגנל,קצב פוטנציאלי הפעולה שמתקבלים על ידי הנוירונים המקושרים לשעריות,עוצמת פוטנציאלי הפעולה שמתקבלים על ידי הנוירונים המקושרים לשעריות,,4,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2018 - מועד א',תינוק נולד עם מספר ותפוצה נורמלית של רודס (Rods) אבל ללא קונס (Cones). התינוק,יהיה עיוור צבעים לחלוטין,בעל ראיה לא תקינה בלילה,יוכל לראות צבע רק באור בהיר,יהיה עיוור לחלוטין,יהיה בעל ראיה תקינה,,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2018 - מועד א',"בניסוי מסוג Cross-Fostering, החליפו בין הצאצאים של שני המינים. הראשון שבו קיימת דאגה אימהית עד אשר הצאצא הופך לעצמאי ובוגר (כ-4 חודשים), והשני שבו ההורים נוטשים את הצאצאים כמה שעות לאחר הלידה.
בניסוי גודלו הצאצאים ב-2 קבוצות:
קבוצה א': ההורים מהמין הראשון גידלו צאצאים מהמין השני.
קבוצה ב': הורים מהמין השני גידלו צאצאים מהמין הראשון.

אילו מהתוצאות הבאות מחזקות את הסברה כי התנהגות אימהית היא נרכשת?",הצאצאים בקבוצה א' הראו בבגרותם התנהגות הורית.,הצאצאים בקבוצה ב' הראו בבגרותם התנהגות הורית.,הצאצאים בקבוצה א' לא הראו בבגרותם התנהגות הורית.,ההורים בקבוצה א' לא הראו בבגרותם התנהגות הורית.,הצאצאים בקבוצה ב' טיפלו בצאצאיהם כחודשיים.,,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2018 - מועד א',איזה מהתכונות הבאות אינה מאפיינת החתמה (Imprinting)?,החתמה זוהי למידה שמתרחשת בתקופה רגישה (Sensitive Period).,החתמה עשויה להיות פלסטית – לאפשר החתמה על עצמים שונים.,החתמה מחייבת גמול חיצוני  (למשל מזון).,החתמה מצריכה יכולת למידה מולדת.,,,3,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',"מה לא יפגע כתוצאה ממוטציה הפוגעת ב-II Class MHC?",נויטרופיל,תאי B,תאי CTL,תא Th,,,1,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א',מה הוא לא תא אפקטורי, תאי B, Th שמפריש IL2,CTL,תא פלסמה,,,1,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א', מה נכון לגבי Clonal Selection?,יצירת שבט תאים של תאי B שכולם מכירים את אותו אפיטופ,תאים שמכירים אפיטופ שונה,רק תאי B,רק תאי T,,,1,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א',"האם יש יתרון לתאי זיכרון שנוצרו בתגובה כנגד פתוגן א', לאחר חשיפה ראשונה לפתוגן
B( ששונה ממנו לחלוטין(?","כן, התאים של מע' החיסון המולדת יפעלו מהר יותר","כן, יגרום לתגובה מהירה יותר לזמן ממושך יותר בפתוגן ב'.","לא, זה לא יעזור","לא, זה יאט התגובה של המע'.",,,3,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א',"כשנכנס פתוגן לגוף, כיצד ניתן להרוס אותו?","נוגדנים שמופרשים ע""י CTL",פאגוציטים,"בעזרת תאי טוקסינים שמופרשים ע""י Th",כל התשובות נכונות,,,2,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א',איזה חלק בממברנת תא מהמערכת המולדת נקשר ישירות לאנטיגן/אפיטופ/פתוגן?,PAMP,TLR,TCR,CD8,,,2,אימונולוגיה,FALSE,,
שחזורים 2017 - מועד א',"הורמון מופרש מההיפופיזה, עובר דרך זרם הדם. זוהי הפרשה:",פאראקרינית,אוטוקרינית,אקסוקרינית,אנדוקרינית,,,4,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',עכבר tau עם מחזור יומי קצר שימש למחקר בנוגע ל-SCN .מה נכון?,השתילו את ה-SCN מה-tau אל עכבר נורמלי והשעון שלו התקצר. השתילו את ה-SCN הנורמלי אצל ה-tau והשעון שלו הסתדר. כך גילו שה-SCN הוא השעון,השתילו את ה-SCN מה-tau אל עכבר נורמלי והשעון שלו התארך. השתילו את ה-SCN הנורמלי אצל ה-tau והשעון שלו ??.,השתילו את ה-gland pineal של ה-tau…,עוד משהו עם gland pinea,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',חברה שלך התאפרה ויצאה בערב לבלות. למחרת היא קמה עם כאב ראש. מה סביר שקרה?,תגובה אלרגית לאיפור והפרשת היסטמינים וציטוקינים,שתיית אלכוהול ועיכוב בהפרשת ADH,הנאה והפרשת אוקסיטוצין,"מגיע לה, היא לא הזמינה אותי",,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',מה הדבר שהכרחי בסינון ראשוני בכליות?,לחץ הידרוסטטי בגלומורלוס,לולאת הנלי,משהו עם הצינור הרחוק )דיסטאלי(,הפרשת ADH,,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',"דג סלמון עובר מנהרות לאוקיאנוס, איזה שינוי צפוי להתרחש אצלו?",יפסיק לשתות לגמרי,הבקרה על הנתרן תעבור מהזימים לכליות.,יוני הנתרן בזימים יעברו מקליטה לפליטה,יוני הנתרן בזימים יעברו מפליטה לקליטה.,,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',איזה מהבאים לא מסייע לחיסכון במים?,לולאת הנלי ארוכה במיוחד ביונקים,ייצור מים מטאבוליים,נשימת אוויר,ייצור חומצה יורית בזוחלים ובעופות,,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',"בעלי חיים ימיים מפרישים אמוניה, בעוד בעלי חיים יבשתיים מפרישים ""אוריאה"" ביונקים או ""חומצה יורית"" בציפורים וזוחלים, מה הסיבה להבדל זה?","לבעלי חיים יבשתיים אין מספיק אנרגיה על מנת להפיק אמוניה, ואילו לבעלי חיים ימיים יש.","האמוניה רעילה מאוד בריכוזים גבוהים, כך שבבעלי חיים ימיים מתאפשרת ההפרשה לסביבה המימית, בעוד זה לא מתאפשר בסביבה של בעלי החיים היבשתיים.",?? אמוניה לא רעילה לבעלי חיים ימיים,"לבעלי חיים ימיים אין מספיק אנרגיה על מנת להפיק אוריאה או חומצה יורית, בעוד לבעלי חיים יבשתיים יש.",,,2,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',".מה קורה בתופעת ה-""פרתוגנזה""?",מתרחש רק בחסרי חוליות,אין חיזור כיוון שרק זוויג אחד מעורב ברבייה,"התפתחות אורגניזם מביצית נקבית ללא צורך הפרייתה ע""י זרע זכרי",מינים בהם התופעה מתרחשת הם זכריים בלבד,הפרייה כאשר הזרע מהזכר והביצית מהנקבה תורמים %50 כל אחד לחומר הגנטי,,3,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',איזה הורמון מופרש כאשר העובר משתרש באנדומטריום?,פרוגסטרון,LH,gnRH,hCG,,,4,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',"בגן חיות ישנם שני איילים תוקפניים ו-6 איילות. כחלק מהתחרות, האיילים רבים ופוגעים זה בזה. אנו רוצים להמעיט אצלם את החשק המיני והתוקפנות. איך נפחית את ההתנהגות שלהם?",טיפול רציף ב-hCG,טיפול רציף ב-LH,טיפול רציף ב-FSH,טיפול רציף בטסטוסטרון,טיפול רציף ב-GNRH,,5,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',מה נכון לגבי מע' הרבייה הזכרית,"LH מעודד ייצור טסט' בתאי ליידיג, טסט' אחראי לייצור זרע בתאי סרטולי","FSH אחראי לייצור טסט' בתאי ליידיג, טסט' אחראי לייצר תאי זרע בתאי סרטולי","LH מייצר טסט' בתאי סרטולי, טסט' מייצר זרע בתאי ליידיג","FSH מייצר טסט' בתאי סרטולי, טסט' מייצר תאי זרע בתאי ליידיג",,,1,הורמונים רבייה ואוסמורגולציה,FALSE,,
שחזורים 2017 - מועד א',.מהי דוגמא להתאמה לחילוף חומרים עם הסביבה? )ניסוח לא מדויק(,הגדלת יחס שטח פנים/נפח על ידי קיפולים במעיים ובריאות,הגדלת התאים,הגדלת השיערות,,,,-3,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',.עש רוצה לעוף בבוקר קר. מה הוא יעשה?,התאקלמות,אידוי,תרמורגולציה בלי רעידות,רעידות כדי להתחמם,,,4,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',מתי נמדוד BMR?,בחיה במנוחה לפני ארוחה ראשונה,חיה במנוחה אחרי ארוחה ראשונה,חצי שעה אחרי פעילות גופנית.,48 שעות בלי מים,,,1,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',.לאיזה מהיצורים יש cecum ארוך?,הרביבורים,קרניבורים,אומניבורים,אוטוטרופים,הטרוטרופים,,1,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',איזה אנזים פעיל טוב בסביבה חומצית?,פפסין,גסטרין,סוכרוז,,,,1,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',.מה נכון לגבי חיידקי Pylori. h בקיבה?,"לא קשורים לקיבה, קשורים למעי",מעלים את כמות החיידקים האחרים בקיבה,מורידים את כמות החיידקים האחרים בקיבה,,,,3,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',איזהו הורמון גורם ליצירת תאי דם אדומים?,GH,אפינפרין,קורטיזול,אריתרופואטין,אצטילכולין,,4,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',"לתולעים שטוחת, ספוגים וצורבים אין איברי חילוף גזים:",מבנה לא גדול מספיק,כי כל התאים שלהם במגע עם הסביבה,לא מייצרים פחמן דו חמצני,,,,2,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',מה היתרון בלב 3 מדורים כמו בדו חיים בהשוואה ללב 2 מדורים כמו בדגי ים?,"רשתי נימים )capilaries )גם באיברי הנשימה וגם בשאר הגוף בדו חיים,אבל לא בדגי ים",החדר הנוסף בדו חיים מפחית את זרימת הדם המחומצן לאיברי הנשימה.,בלב של דו חיים הדם המחומצן מופרד לחלוטין מדם לא מחומצן.,"בדו חיים, הדם המחומצן חוזר ללב,הלב מתכווץ,והדם עובר לשאר הגוף בלחץ גבוה יותר בהשוואה לדגים",,,4,פיזיולוגיה,FALSE,,
שחזורים 2017 - מועד א',מה הסיבות שפוטנציאל המנוחה הוא 70?,בזמן מנוחה הממברנה חדירה יותר ליוני אשלגן מאשר ליוני נתרן.,יש יותר תעלות אשלגן תלויות מתח על הממברנה,העובדה שריכוז יוני האשלגן גדול יותר בתוך התא.,העובדה שריכוז יוני הנתרן גדול יותר מחוץ לתא.,,,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',"מי מהבאים הוא התורם העיקרי לכך שפוטנציאל הפעולה פועל עפ""י החוק של ""הכל או ?)all or non( ""כלום",תעלות הנתרן תלויות המתח,התקופה הרפקטורית בתעלות הנתרן,היכולת של עקב האקסון )hillock )לעשות סכימה בזמן )summation temporal.),היכולת של עקב האקסון )hillock )לעשות סכימה במרחב )summation spatial.),הריכוז הגבוה של יוני הנתרן מחוץ לתא.,,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',"בזמן העלייה של פוטנציאל הפעולה, מה לא קורה בממברנה?",תעלות נתרן תלויות מתח פתוחות,תעלות אשלגן תלויות מתח פתוחות,תעלות אשלגן תלויות מתח סגורות,תעלות סידן תלויות מתח סגורות,משאבות נתרן-אשלגן עובדות,,2,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',מה שגוי?,בצרברום יש 2 המיספרות,הצרבלום אחראי בעיקר על קואורדינציה של תנועה,ב-SCN יש קוצב מסונכרן שאחראי על השעון הצירקאדי,האמיגדלה חשובה לתהליכים רגשיים כמו פחד,ההיפוקמפוס אחראי בעיקר על קבלת החלטות,,5,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',"כשקוראים בשמי, אני מיד מגיב ""אני מגיע"". מה הסדר הנכון של החלקים במוח שמשתתפים בתהליך שתואר?","אונה טמפורלית, אזור ורניקה, אזור ברוקה","אונה טמפורלית, אזור ברוקה, אזור ורניקה","אזור ורניקה, אונה טמפורלית, אזור ברוקה","אזור ברוקה, אונה טמפורלית, אזור ורניקה","אזור ורניקה, אזור ברוקה, אונה טמפורלית",,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',.מה מהבאים עשוי להשפיע על תהליך LTP בסינפסה קיימת?,חסימת תעלות NMDA בנוירון הפרה-סינפטי,חסימת תעלות AMPA בנוירון הפרה-סינפטי,הפרשת יתר של אנזים שמפרק גלוטמט,העלאת ריכוז הנתרן מחוץ לתא.,העלאת ריכוז אשלגן בתוך התא.,,3,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',מה שגוי?,הסטאטוציסט הוא מע' שיווי המשקל בחסרי חוליות,בהיקף שלו יש שיערות cilia,שמיעה ושמירה על שיווי משקל משתמשים באותו רצפטור סנסורי,ההתמרה מתרחשת בסטאטוליתים,הסטאטוליתים מניעים את השיערות,,4,אותות חשמליים וסנסורים,TRUE,,
שחזורים 2017 - מועד א',מהו המשפט השגוי לגבי מבנה העין?,במרכז שדה הראיה אין קונס )cones.),במרכז שדה הראיה אין רודס )rods.),במרכז שדה הראיה אין תאי אמקרין )cells amacrine.),ה- fovea היא מרכז שדה הראיה.,נקודת ה-spot blind נמצאת באזור יציאת עצב הראיה מהרטינה.,,1,אותות חשמליים וסנסורים,FALSE,,
שחזורים 2017 - מועד א',קרע בעור התוף פוגע בשמיעה כי:,פגיעה בהמרה של גלי לחץ אוויר לתנודות בעצמיות השמע,פגיעה בהמרה של תנודות העצמיות ללחץ בנוזל בשבלול,פגיעה בהולכה העצבית אל הנוירון,פגיעה בהמרת התנודות אל השעריות,,,1,אותות חשמליים וסנסורים,,,
שחזורים 2017 - מועד א'," .דבורים מבצעות ריקוד עבור דבורים אחרות לאחר שהן מוצאות אוכל. הריקוד הוא
דוגמא ל", תקשורת בין הדבורים communication,למידה אסוציאטיבית,החתמה,למידה מרחבית,מבצעות לשם חיזור,,1,אותות חשמליים וסנסורים,,,
שחזורים 2017 - מועד א',.מה הדוגמא הטובה ביותר לתהליך fostering cross בו רוצים לברר האם תכונות הן נרכשות או מולדות,לקחת את הצאצאים מהאמא ולתת לאמא אחרת,לתת לאבא לגדל,לקחת שתי חיות ממין קרוב בעלות התנהגות שונה ולתת לבני המין השני לגדל את הצאצאים,לבדוק את מידת האגרסיביות של ההורים,לתת לקופים לגדל גורי כלבים.,,3,אותות חשמליים וסנסורים,,,
שחזורים 2017 - מועד א',"פיהוק הוא פעולה שמתרחשת בבני אדם לעיתים רבות כתוצאה מצפייה באדם אחר מפהק. מרגע שמתחיל הפיהוק, לא נוכל לעצור אותו עד שהוא יסתיים. איזה סוג של התנהגות מתוארת במקרה?",למידה מרחבית )learning spatial.),למידה חברתית )learning social.),דפוס התנהגות קבוע )pattern action fixed.),למידה אסוציאטיבית,החתמה )imprinting .),,3,אותות חשמליים וסנסורים,,,
בחנים ותרגולים מהמודל,מה נכון לגבי נוגדנים?,הם מופרשים מתאי B מיד לאחר חדירת פתוגן לגוף.,הם מופרשים מתאי פלסמה שמקורם בתא/י B שעבר/ו שפעול.,מטרתם היא להרוג באופן ישיר תאים של הגוף אשר הודבקו על ידי נגיף.,תא פלסמה אחד יכול להפריש כמה סוגים של נוגדנים.,,,2,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 2
בחנים ותרגולים מהמודל,מה לא נכון לגבי תאי T?,בתגובה לאנטיגן מסוים יכולים להיווצר כמה סוגים של תאי T אפקטורים.,נוצרים תאי זיכרון גם לתאים המבטאים CD8 וגם לתאים המבטאים CD4.,תאי T יזהו אנטיגן רק כאשר הוא מוצג באמצעות מולקולות MHC.,"תא CTL-P נקשר לאנטיגן אשר מוצג על גבי professional APC, בעוד שתא  T helper יכול להיקשר ישירות לאנטיגן עצמו, ללא הצגה על פני MHC.",,,4,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 2
בחנים ותרגולים מהמודל,מי מהבאים הוא לימפוציט בעל פעילות אפקטורית?,מקרופג.,תא B.,תא T helper המייצר IL-2.,כל סוג של תא דם לבן (לויקוציט).,,,3,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 2
בחנים ותרגולים מהמודל,"מה לא נכון לגבי המונח ""אנטיגן""?",לאנטיגן מסוים יכולים להיות כמה אפיטופים.,הרצפטורים על פני תא B מסוים יכולים להכיר רק אפיטופ אחד באותו אנטיגן.,הרצפטורים על פני תא T מסוים יכולים להכיר כמה אפיטופים באותו אנטיגן.,לאותו פתוגן יכולים להיות אנטיגנים שמוכרים על ידי תאי T  וגם אנטיגנים שמוכרים על ידי תאי B.,,,3,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 2
בחנים ותרגולים מהמודל,מה קורה בתהליך לאחר שתאי B או תאי T פגשו אנטיגן?,"תא B  מסוים, שנחשף לאנטיגן,מתרבה וכל תאי הבת מכירים בדיוק את אותו האפיטופ.","תא T מסוים, שנחשף לאנטיגן,מתרבה וכל תאי הבת מכירים את אותו האנטיגן, אבל כל אחד מתאי הבת מכיר אפיטופ אחר.","תא B מסוים, שנחשף לאנטיגן, יוצר תאי זיכרון, שכל אחד מהם מכיר אפיטופ אחר.",,,,1,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 2
בחנים ותרגולים מהמודל,מה לא נכון לגבי תאי B?,"הם הופכים לתאי פלסמה שתפקידם להרוג תאים מודבקים בפתוגן, ולתאי זיכרון",הם שייכים לזרוע ההומורלית.,הם מכירים פתוגנים באופן ספציפי.,הם סוג של לימפוציטים.,,,1,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 1
בחנים ותרגולים מהמודל,מהם TLR?,"מבנים מולקולריים המצויים בוירוסים או בחיידקים, אך אינם קיימים באדם ומאפשרים למערכת החיסון המולדת להבחין בין עצמי לזר.","רצפטורים על פני התאים הפגוציטים, המאפשרים להם לזהות ""דגמים""השייכים ל""זר"" ובכך להבחין בין עצמי לזר.","רצפטורים על פני התאים הפגוציטים, המאפשרים להם לזהות ""דגמים""השייכים ל""עצמי"" ובכך להבחין בין עצמי לזר.","מבנים מולקולריים המצויים בתאי אדם, אך לא בוירוסים או בחיידקים, ומאפשרים למערכת החיסון להבחין בין עצמי לזר.",,,2,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 1
בחנים ותרגולים מהמודל,מה נכון לגבי זיכרון חיסוני?," תאי B, T ותאים דנדריטים יוצרים תאי זיכרון.",החשיפה הראשונה לאנטיגן (primary immune response) יוצרת תאים אפקטורים ותאי זיכרון.,Secondary immune response היא התגובה של מערכת החיסון הנרכשת לאנטיגן אחר מאשר בחשיפה הראשונה.,"כאשר תאי CTL-P נחשפים לאנטיגן בפעם הראשונה, הם יוצרים תאי CTL שיכולים לשמש גם כתאי זיכרון.",,,2,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 1
בחנים ותרגולים מהמודל,מה השוני בין מערכת החיסון המולדת לנרכשת?,"מערכת החיסון הנרכשת קיימת רק באנשים מבוגרים, ולא אצל תינוקות וילדים.",רק במערכת החיסון המולדת יש פעילות של תאים הנקראים לימפוציטים.,תאי מערכת החיסון הנרכשת צריכים לעבור גירוי על ידי אנטיגן כדי להפוך לפעילים.,רק במערכת החיסון המולדת יש פעילות של נוגדנים.,,,3,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 1
בחנים ותרגולים מהמודל,מה אינו נכון לגבי מאקרופאגים?,מאקרופאגים מבצעים פאגוציטוזה.,כאשר מאקרופאגים עוברים לרקמה הם הופכים למונוציטים.,מאקרופאגים יודעים לזהות PAMP.,מאקרופאגים יכולים לקבל עזרה מתאי T helper.,,,2,אימונולוגיה,FALSE,,אימונולוגיה - תרגול 1
בחנים ותרגולים מהמודל,איזה משפט מתאר הגדרה נכונה?,"זכרון חיסוני-תהליך שבו נוצרים תאים של מערכת החיסון המולדת, שיגיבו בעוצמה וביעילות משופרות בחשיפה שנייה לפתוגן",לימפוציטים- כל תאי מערכת החיסון.,ספציפיות בהכרה חיסונית - מאפיינת את תאי ה-T ואת תאי ה-B., Professional APC-תאים שמציגים אנטיגנים רק על MHC class II,,,3,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מה נכון לגבי PAMP?,"א. כאשר נויטרופיל מזהה פתוגן בעזרת קישור של TLR ל-PAMP, הוא יפריש נוגדנים שמטרתם לנטרל את הפתוגן","ב. פגוציט יכול לזהות פתוגן בעזרת קישור של TLR לPAMP, וגם לבצע פאגוציטוזה.","ג. PAMP הוא המרכיב שבאמצעותו תאי מערכת החיסון הנרכשת מבחינים בין ""עצמי"" ל""זר"".","ד. TLR מכירים רק PAMP של פתוגנים הנמצאים מחוץ לתא, ולא של פתוגנים שהדביקו את התא.",ה. תשובות ב'+ ג' נכונות,,2,אימונולוגיה,TRUE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מה נכון לגבי אברי מערכת החיסון?,כל תאי מערכת החיסון נוצרים במח העצם,תאי B נוצרים במח העצם ותאי T נוצרים בתימוס,"כל תאי מערכת החיסון המולדת נוצרים במח העצם, וכל תאי מערכת החיסון הנרכשת נוצרים בתימוס.",במח העצם מתרחש המעבר של תאי מערכת החיסון הנרכשת מתאים נאיבים לתאים אפקטורים.,,,1,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,תהליך הפאגוציטוזה:,מתבצע רק על ידי תאים דנדריטים ומאקרופגים,מתבצע על ידי קישור של  PAMP המבוטא על גבי הפגוציטים למולקולת ה-TLR שעל גבי הפתוגן.,תהליך שמתקיים במהלך דלקת,תהליך שבו הפתוגן מפורק על ידי תאי CTL,,,3,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,זיהוי אנטיגן/אפיטופ על ידי תא B,א. תא B מזהה בעזרת הרצפטור הממברנלי שלו (mIg) אנטיגן/אפיטופ שלא עבר פירוק תוך-תאי,ב. הרצפטור שעל תא ה-mIg) B) נקשר לאנטיגן/אפיטופ המוצג על גבי MHC class II,"ג. בעקבות זיהוי האנטיגן/אפיטופ, תא ה-B יפריש IL-2, ואז יעבור פרוליפרציה",ד. תא B מזהה אנטיגן/אפיטופ באמצעות הרצפטור לציטוקין IL-2 ,ה. תשובות א' + ג' נכונות,,1,אימונולוגיה,TRUE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מהו המשפט השגוי לגבי תא T helper,הוא מבטא מולקולות CD4,הוא יזהה את האנטיגן שלו רק כאשר הוא מוצג לו על גבי MHC class II,הוא נותן סיגנל של קו-סטימולציה לתאי CTL-P אשר קשרו אנטיגן,הוא מפריש ציטוקין IL-2 ובכך עוזר לתאי B ו-CTL-P אשר קשרו אנטיגן,,,3,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מה אינו דרוש להפעלת תא CTL-P,"שתא T helper נאיבי, אשר קשר את האנטיגן שלו על גבי MHC class II, יהפוך לתא אפקטורי",חיזוק הקשר בין הTCR- לבין MHC class I בעזרת מולקולת CD8,סיגנל קו- סטימולציה בו משתתפת מולקולת CD28,שתא מודבק בפתוגן ישחרר IL-2,,,4,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מה מייחד את תאי ה-professional APC,א. יש עליהם מולקולות B7 שחשובות לסיגנל הקו-סטימולציה,ב. אין עליהם מולקולות MHC class I,ג. הם מציגים אנטיגן/אפיטופ על גבי MHC class II,ד. הם כוללים תאים דנדריטים אשר עוברים פרוליפרציה ולאחר מכן יוצרים תאים אפקטורים ותאי זכרון,ה. תשובות א'+ ג' נכונות,,5,אימונולוגיה,TRUE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,"מה המשמעות של המושג ""זיכרון חיסוני""",כאשר אדם נדבק בפתוגן A הוא ייצור תאי זיכרון שישמשו אותו בהדבקה הבאה של פתוגן A,כאשר אדם נדבק בפתוגן A הוא ייצור תאי זיכרון שישמשו אותו בהדבקה של פתוגן B,כאשר אדם נדבק באותו יום בפתוגן A ו-B הוא ייצור תאי זיכרון רק לפתוגן האלים יותר.,,"כאשר אדם נדבק בפעם השנייה בפתוגן A, תאי הזיכרון כנגד פתוגן B יפעלו מהר מאוד",,1,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מהו המשפט הנכון עבור חיסון פאסיבי,הזרקת פתוגן מומת/מוחלש לאדם הגורמת להתפתחות זיכרון חיסוני,חיסון אשר נשאר לאורך כל חיי האדם ללא צורך לחדש אותו.,"הזרקת נוגדנים נגד פתוגן, ללא התפתחות זיכרון חיסוני.",מעבר נוגדנים מהאם לעובר הגורם להתפתחות זיכרון חיסוני,,,3,אימונולוגיה,FALSE,,אימונולוגיה - בוחן 1
בחנים ותרגולים מהמודל,מדוע עטלף ינסה לשתות ממראה?,המראה נראית כמו מים,המראה נשמעת כמו מים,הוא מזהה את ההשתקפות שלו כטרף למציצת דם,המראה קרה כמו מים,,,2,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,כיצד עוזר EPO לספורטאים לרמות בתחרויות,העלאת מספר כדוריות הדם האדומות בדם ,הארכת חיי כדוריות הדם האדומות,כל התשובות נכונות,הגברת הקישוריות של המוגלובין לחמצן,,,1,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,אילו תעלות הן האחראיות לשלב היורד של פוטנציאל הפעולה,משאבות נתרן-אשלגן,תעלות סידן תלויות מתח,תעלות אשלגן תלויות מתח,תעלות נתרן תלויות מתח,תעלות אשלגן תלויות ליגנד,,3,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
בחנים ותרגולים מהמודל,מה לא נכון לגבי זרימת הדם,השרירים השלדיים (Skeletal muscles) מזרימים את הדם בורידים,שסתומי הלב נסגרים במהלך קומפלקס QRS,ישנו יחס הפוך בין קצב הלב וגודל הגוף ביונקים,עד כ-80% מנימי הדם אינם פעילים במנוחה,,,2,אותות חשמליים וסנסורים,FALSE,,"
בוחן מסכם לפרקים 48-50, 52, 43"
